competition_id,season,match_id,match_name,match_type,match_order,match_date,match_start_time,match_end_date,match_end_time,timezone,ground_id,ground_name,city,home_team_id,home_team_name,home_team_logo,away_team_id,away_team_name,away_team_logo,toss_winner,first_batting_team,second_batting_team,first_innings_summary,second_innings_summary,first_innings_run_rate,second_innings_run_rate,result
10005,2013,10402,Chennai Super Kings VS Mumbai Indians,T20,76th  T20I,26 May 2013,20:00,26 May 2013,23:00,Asia/Kolkata,19,Eden Gardens,Kolkata,13,Chennai Super Kings,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,17,Mumbai Indians,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,Mumbai Indians,Mumbai Indians,Chennai Super Kings,148/9 (20 Overs),125/9 (20 Overs),7.40,6.25,Mumbai Indians won by 23 runs
10005,2013,10401,Rajasthan Royals VS Mumbai Indians,T20,75th  T20I,24 May 2013,20:00,24 May 2013,23:00,Asia/Kolkata,19,Eden Gardens,Kolkata,18,Rajasthan Royals,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rr.png,17,Mumbai Indians,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,Mumbai Indians,Rajasthan Royals,Mumbai Indians,165/6 (20 Overs),169/6 (19.5 Overs),8.25,8.52,Mumbai Indians won by 4 wickets
10005,2013,10400,Rajasthan Royals VS Sunrisers Hyderabad,T20,74th  T20I,22 May 2013,20:00,22 May 2013,23:00,Asia/Kolkata,17,Arun Jaitley Stadium,Delhi,18,Rajasthan Royals,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rr.png,20,Sunrisers Hyderabad,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,Sunrisers Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,132/7 (20 Overs),135/6 (19.2 Overs),6.60,6.98,Rajasthan Royals won by 4 wickets
10005,2013,10399,Chennai Super Kings VS Mumbai Indians,T20,73rd  T20I,21 May 2013,20:00,21 May 2013,23:00,Asia/Kolkata,17,Arun Jaitley Stadium,Delhi,13,Chennai Super Kings,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,17,Mumbai Indians,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,Mumbai Indians,Chennai Super Kings,Mumbai Indians,192/1 (20 Overs),144/10 (18.4 Overs),9.60,7.71,Chennai Super Kings won by 48 runs
10005,2013,10398,Sunrisers Hyderabad VS Kolkata Knight Riders,T20,72nd  T20I,19 May 2013,20:00,19 May 2013,23:00,Asia/Kolkata,72,Rajiv Gandhi Intl. Cricket Stadium,Hyderabad,20,Sunrisers Hyderabad,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,16,Kolkata Knight Riders,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,130/7 (20 Overs),132/5 (18.5 Overs),6.50,7.00,Sunrisers Hyderabad won by 5 wickets
10005,2013,10397,Pune Warriors India VS Delhi Daredevils,T20,71st T20I,19 May 2013,16:00,19 May 2013,23:00,Asia/Kolkata,0,,Pune,78,Pune Warriors India,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/teamlogos/PWI.png,14,Delhi Daredevils,https://scores.iplt20.com/ipl/teamlogos/DD.png,Delhi Daredevils,Pune Warriors India,Delhi Daredevils,172/5 (20 Overs),134/9 (20 Overs),8.60,6.70,Pune Warriors India won by 38 runs
10005,2013,10396,Royal Challengers Bangalore VS Chennai Super Kings,T20,70th  T20I,18 May 2013,20:00,18 May 2013,23:00,Asia/Kolkata,70,M. Chinnaswamy Stadium,Bengaluru,19,Royal Challengers Bangalore,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,13,Chennai Super Kings,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,106/2 (8 Overs),82/6 (8 Overs),13.25,10.25,Royal Challengers Bangalore won by 24 runs
10005,2013,10395,Punjab Kings VS Mumbai Indians,T20,69th  T20I,18 May 2013,16:00,18 May 2013,23:00,Asia/Kolkata,80,HPCA Stadium,Dharamsala,15,Punjab Kings,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,17,Mumbai Indians,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,Mumbai Indians,Punjab Kings,Mumbai Indians,183/8 (20 Overs),133/9 (19.1 Overs),9.15,6.93,Punjab Kings won by 50 runs
10005,2013,10394,Sunrisers Hyderabad VS Rajasthan Royals,T20,68th  T20I,17 May 2013,20:00,17 May 2013,23:00,Asia/Kolkata,72,Rajiv Gandhi Intl. Cricket Stadium,Hyderabad,20,Sunrisers Hyderabad,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,18,Rajasthan Royals,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rr.png,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,136/9 (20 Overs),113/9 (20 Overs),6.80,5.65,Sunrisers Hyderabad won by 23 runs
10005,2013,10393,Punjab Kings VS Delhi Daredevils,T20,67th  T20I,16 May 2013,20:00,16 May 2013,23:00,Asia/Kolkata,80,HPCA Stadium,Dharamsala,15,Punjab Kings,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,14,Delhi Daredevils,https://scores.iplt20.com/ipl/teamlogos/DD.png,Delhi Daredevils,Punjab Kings,Delhi Daredevils,171/4 (20 Overs),164/7 (20 Overs),8.55,8.20,Punjab Kings won by 7 runs
10005,2013,10392,Mumbai Indians VS Rajasthan Royals,T20,66th  T20I,15 May 2013,20:00,15 May 2013,23:00,Asia/Kolkata,21,Wankhede Stadium,Mumbai,17,Mumbai Indians,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,18,Rajasthan Royals,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rr.png,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,166/8 (20 Overs),152/7 (20 Overs),8.30,7.60,Mumbai Indians won by 14 runs
10005,2013,10391,Kolkata Knight Riders VS Pune Warriors India,T20,65th  T20I,15 May 2013,16:00,15 May 2013,23:00,Asia/Kolkata,84,JSCA International Cricket Stadium,Ranchi,16,Kolkata Knight Riders,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,78,Pune Warriors India,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/teamlogos/PWI.png,Pune Warriors India,Pune Warriors India,Kolkata Knight Riders,170/4 (20 Overs),163/7 (20 Overs),8.50,8.15,Pune Warriors India won by 7 runs
10005,2013,10390,Chennai Super Kings VS Delhi Daredevils,T20,64th  T20I,14 May 2013,20:00,14 May 2013,23:00,Asia/Kolkata,73,M. A. Chidambaram Stadium,Chennai,13,Chennai Super Kings,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,14,Delhi Daredevils,https://scores.iplt20.com/ipl/teamlogos/DD.png,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,168/4 (20 Overs),135/9 (20 Overs),8.40,6.75,Chennai Super Kings won by 33 runs
10005,2013,10389,Royal Challengers Bangalore VS Punjab Kings,T20,63rd  T20I,14 May 2013,16:00,14 May 2013,23:00,Asia/Kolkata,70,M. Chinnaswamy Stadium,Bengaluru,19,Royal Challengers Bangalore,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,15,Punjab Kings,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,174/5 (20 Overs),176/3 (18.1 Overs),8.70,9.68,Punjab Kings won by 7 wickets
10005,2013,10388,Mumbai Indians VS Sunrisers Hyderabad,T20,62nd  T20I,13 May 2013,20:00,13 May 2013,23:00,Asia/Kolkata,21,Wankhede Stadium,Mumbai,17,Mumbai Indians,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,20,Sunrisers Hyderabad,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai Indians,178/3 (20 Overs),184/3 (19.3 Overs),8.90,9.43,Mumbai Indians won by 7 wickets
10005,2013,10387,Rajasthan Royals VS Chennai Super Kings,T20,61st T20I,12 May 2013,20:00,12 May 2013,23:00,Asia/Kolkata,20,Sawai Mansingh Stadium,Jaipur,18,Rajasthan Royals,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rr.png,13,Chennai Super Kings,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,Chennai Super Kings,Chennai Super Kings,Rajasthan Royals,141/4 (20 Overs),144/5 (17.1 Overs),7.05,8.38,Rajasthan Royals won by 5 wickets
10005,2013,10386,Kolkata Knight Riders VS Royal Challengers Bangalore,T20,60th  T20I,12 May 2013,16:00,12 May 2013,23:00,Asia/Kolkata,84,JSCA International Cricket Stadium,Ranchi,16,Kolkata Knight Riders,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,19,Royal Challengers Bangalore,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,115/9 (20 Overs),116/5 (19.2 Overs),5.75,6.00,Kolkata Knight Riders won by 5 wickets
10005,2013,10385,Punjab Kings VS Sunrisers Hyderabad,T20,59th  T20I,11 May 2013,20:00,11 May 2013,23:00,Asia/Kolkata,71,IS Bindra Stadium,Mohali,15,Punjab Kings,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,20,Sunrisers Hyderabad,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,Sunrisers Hyderabad,Sunrisers Hyderabad,Punjab Kings,150/7 (20 Overs),120/9 (20 Overs),7.50,6.00,Sunrisers Hyderabad won by 30 runs
10005,2013,10384,Pune Warriors India VS Mumbai Indians,T20,58th  T20I,11 May 2013,16:00,11 May 2013,23:00,Asia/Kolkata,0,,Pune,78,Pune Warriors India,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/teamlogos/PWI.png,17,Mumbai Indians,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,Mumbai Indians,Pune Warriors India,Mumbai Indians,112/8 (20 Overs),116/5 (18.5 Overs),5.60,6.15,Mumbai Indians won by 5 wickets
10005,2013,10383,Delhi Daredevils VS Royal Challengers Bangalore,T20,57th  T20I,10 May 2013,20:00,10 May 2013,23:00,Asia/Kolkata,17,Arun Jaitley Stadium,Delhi,14,Delhi Daredevils,https://scores.iplt20.com/ipl/teamlogos/DD.png,19,Royal Challengers Bangalore,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,Royal Challengers Bangalore,Royal Challengers Bangalore,Delhi Daredevils,183/4 (20 Overs),179/7 (20 Overs),9.15,8.95,Royal Challengers Bangalore won by 4 runs
10005,2013,10382,Pune Warriors India VS Kolkata Knight Riders,T20,56th  T20I,9 May 2013,20:00,9 May 2013,23:00,Asia/Kolkata,0,,Pune,78,Pune Warriors India,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/teamlogos/PWI.png,16,Kolkata Knight Riders,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,Kolkata Knight Riders,Kolkata Knight Riders,Pune Warriors India,152/6 (20 Overs),106/10 (19.3 Overs),7.60,5.43,Kolkata Knight Riders won by 46 runs
