competition_id,season,match_id,match_name,match_type,match_order,match_date,match_start_time,match_end_date,match_end_time,timezone,ground_id,ground_name,city,home_team_id,home_team_name,home_team_logo,away_team_id,away_team_name,away_team_logo,toss_winner,first_batting_team,second_batting_team,first_innings_summary,second_innings_summary,first_innings_run_rate,second_innings_run_rate,result
10010,2018,10703,Chennai Super Kings VS Sunrisers Hyderabad,T20,60th  T20I,27 May 2018,19:00,27 May 2018,23:00,Asia/Kolkata,21,Wankhede Stadium,Mumbai,13,Chennai Super Kings,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,20,Sunrisers Hyderabad,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,Sunrisers Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,178/6 (20 Overs),181/2 (18.3 Overs),8.90,9.78,Chennai Super Kings won by 8 wickets
10010,2018,10702,Sunrisers Hyderabad VS Kolkata Knight Riders,T20,59th  T20I,25 May 2018,19:00,25 May 2018,23:00,Asia/Kolkata,19,Eden Gardens,Kolkata,20,Sunrisers Hyderabad,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,16,Kolkata Knight Riders,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,174/7 (20 Overs),160/9 (20 Overs),8.70,8.00,Sunrisers Hyderabad won by 14 runs
10010,2018,10701,Kolkata Knight Riders VS Rajasthan Royals,T20,58th  T20I,23 May 2018,19:00,23 May 2018,23:00,Asia/Kolkata,19,Eden Gardens,Kolkata,16,Kolkata Knight Riders,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,18,Rajasthan Royals,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rr.png,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,169/7 (20 Overs),144/4 (20 Overs),8.45,7.20,Kolkata Knight Riders won by 25 runs
10010,2018,10699,Sunrisers Hyderabad VS Chennai Super Kings,T20,57th  T20I,22 May 2018,19:00,22 May 2018,23:00,Asia/Kolkata,21,Wankhede Stadium,Mumbai,20,Sunrisers Hyderabad,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,13,Chennai Super Kings,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,139/7 (20 Overs),140/8 (19.1 Overs),6.95,7.30,Chennai Super Kings won by 2 wickets
10010,2018,10698,Chennai Super Kings VS Punjab Kings,T20,56th  T20I,20 May 2018,20:00,20 May 2018,23:00,Asia/Kolkata,0,,Pune,13,Chennai Super Kings,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,15,Punjab Kings,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,Punjab Kings,Punjab Kings,Chennai Super Kings,153/10 (19.4 Overs),159/5 (19.1 Overs),7.77,8.29,Chennai Super Kings won by 5 wickets
10010,2018,10697,Delhi Daredevils VS Mumbai Indians,T20,55th  T20I,20 May 2018,16:00,20 May 2018,23:00,Asia/Kolkata,17,Arun Jaitley Stadium,Delhi,14,Delhi Daredevils,https://scores.iplt20.com/ipl/teamlogos/DD.png,17,Mumbai Indians,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,Mumbai Indians,Delhi Daredevils,Mumbai Indians,174/4 (20 Overs),163/10 (19.3 Overs),8.70,8.35,Delhi Daredevils won by 11 runs
10010,2018,10696,Sunrisers Hyderabad VS Kolkata Knight Riders,T20,54th  T20I,19 May 2018,20:00,19 May 2018,23:00,Asia/Kolkata,72,Rajiv Gandhi Intl. Cricket Stadium,Hyderabad,20,Sunrisers Hyderabad,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,16,Kolkata Knight Riders,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,172/9 (20 Overs),173/5 (19.4 Overs),8.60,8.79,Kolkata Knight Riders won by 5 wickets
10010,2018,10695,Rajasthan Royals VS Royal Challengers Bangalore,T20,53rd  T20I,19 May 2018,16:00,19 May 2018,23:00,Asia/Kolkata,20,Sawai Mansingh Stadium,Jaipur,18,Rajasthan Royals,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rr.png,19,Royal Challengers Bangalore,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,164/5 (20 Overs),134/10 (19.2 Overs),8.20,6.93,Rajasthan Royals won by 30 runs
10010,2018,10694,Delhi Daredevils VS Chennai Super Kings,T20,52nd  T20I,18 May 2018,20:00,18 May 2018,23:00,Asia/Kolkata,17,Arun Jaitley Stadium,Delhi,14,Delhi Daredevils,https://scores.iplt20.com/ipl/teamlogos/DD.png,13,Chennai Super Kings,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,162/5 (20 Overs),128/6 (20 Overs),8.10,6.40,Delhi Daredevils won by 34 runs
10010,2018,10693,Royal Challengers Bangalore VS Sunrisers Hyderabad,T20,51st T20I,17 May 2018,20:00,17 May 2018,23:00,Asia/Kolkata,70,M. Chinnaswamy Stadium,Bengaluru,19,Royal Challengers Bangalore,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,20,Sunrisers Hyderabad,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-srh.png,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,218/6 (20 Overs),204/3 (20 Overs),10.90,10.20,Royal Challengers Bangalore won by 14 runs
