competition_id,season,match_id,match_name,match_type,match_order,match_date,match_start_time,match_end_date,match_end_time,timezone,ground_id,ground_name,city,home_team_id,home_team_name,home_team_logo,away_team_id,away_team_name,away_team_logo,toss_winner,first_batting_team,second_batting_team,first_innings_summary,second_innings_summary,first_innings_run_rate,second_innings_run_rate,result
10011,2019,10767,Mumbai Indians VS Chennai Super Kings,T20,60th  T20,12 May 2019,19:30,12 May 2019,23:00,Asia/Kolkata,72,Rajiv Gandhi Intl. Cricket Stadium,Hyderabad,17,Mumbai Indians,,13,Chennai Super Kings,,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,149/8 (20 Overs),148/7 (20 Overs),7.45,7.40,Mumbai Indians won by 1 run
10011,2019,10765,Chennai Super Kings VS Delhi Capitals,T20,59th  T20,10 May 2019,19:30,10 May 2019,23:00,Asia/Kolkata,82,ACA-VDCA Stadium,Visakhapatnam,13,Chennai Super Kings,,14,Delhi Capitals,,Delhi Capitals,Delhi Capitals,Chennai Super Kings,147/9 (20 Overs),151/4 (19 Overs),7.35,7.94,Chennai Super Kings won by 6 wickets
10011,2019,10763,Delhi Capitals VS Sunrisers Hyderabad,T20,58th  T20,8 May 2019,19:30,8 May 2019,23:00,Asia/Kolkata,82,ACA-VDCA Stadium,Visakhapatnam,14,Delhi Capitals,,20,Sunrisers Hyderabad,,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,162/8 (20 Overs),165/8 (19.5 Overs),8.10,8.31,Delhi Capitals won by 2 wickets
10011,2019,10761,Mumbai Indians VS Chennai Super Kings,T20,57th  T20,7 May 2019,19:30,7 May 2019,23:00,Asia/Kolkata,73,M. A. Chidambaram Stadium,Chennai,17,Mumbai Indians,,13,Chennai Super Kings,,Chennai Super Kings,Chennai Super Kings,Mumbai Indians,131/4 (20 Overs),132/4 (18.3 Overs),6.55,7.13,Mumbai Indians won by 6 wickets
10011,2019,10759,Mumbai Indians VS Kolkata Knight Riders,T20,56th  T20,5 May 2019,20:00,5 May 2019,23:00,Asia/Kolkata,21,Wankhede Stadium,Mumbai,17,Mumbai Indians,,16,Kolkata Knight Riders,,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,133/7 (20 Overs),134/1 (16.1 Overs),6.65,8.28,Mumbai Indians won by 9 wickets
10011,2019,10758,Punjab Kings VS Chennai Super Kings,T20,55th  T20,5 May 2019,16:00,5 May 2019,23:00,Asia/Kolkata,71,IS Bindra Stadium,Mohali,15,Punjab Kings,,13,Chennai Super Kings,,Chennai Super Kings,Chennai Super Kings,Punjab Kings,170/5 (20 Overs),173/4 (18 Overs),8.50,9.61,Punjab Kings won by 6 wickets
10011,2019,10757,Royal Challengers Bangalore VS Sunrisers Hyderabad,T20,54th  T20,4 May 2019,20:00,4 May 2019,23:00,Asia/Kolkata,70,M. Chinnaswamy Stadium,Bengaluru,19,Royal Challengers Bangalore,,20,Sunrisers Hyderabad,,Sunrisers Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,175/7 (20 Overs),178/6 (19.2 Overs),8.75,9.20,Royal Challengers Bangalore won by 4 wickets
10011,2019,10756,Delhi Capitals VS Rajasthan Royals,T20,53rd  T20,4 May 2019,16:00,4 May 2019,23:00,Asia/Kolkata,17,Arun Jaitley Stadium,Delhi,14,Delhi Capitals,,18,Rajasthan Royals,,Rajasthan Royals,Rajasthan Royals,Delhi Capitals,115/9 (20 Overs),121/5 (16.1 Overs),5.75,7.48,Delhi Capitals won by 5 wickets
10011,2019,10755,Punjab Kings VS Kolkata Knight Riders,T20,52nd  T20,3 May 2019,20:00,3 May 2019,23:00,Asia/Kolkata,71,IS Bindra Stadium,Mohali,15,Punjab Kings,,16,Kolkata Knight Riders,,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,183/6 (20 Overs),185/3 (18 Overs),9.15,10.27,Kolkata Knight Riders won by 7 wickets
10011,2019,10754,Mumbai Indians VS Sunrisers Hyderabad,T20,51st T20,2 May 2019,20:00,2 May 2019,23:00,Asia/Kolkata,21,Wankhede Stadium,Mumbai,17,Mumbai Indians,,20,Sunrisers Hyderabad,,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,162/5 (20 Overs),162/6 (20 Overs),8.10,8.10,Match Tied (Mumbai Indians won the Super Over)
