competition_id,season,match_id,match_name,match_type,match_order,match_date,match_start_time,match_end_date,match_end_time,timezone,ground_id,ground_name,city,home_team_id,home_team_name,home_team_logo,away_team_id,away_team_name,away_team_logo,toss_winner,first_batting_team,second_batting_team,first_innings_summary,second_innings_summary,first_innings_run_rate,second_innings_run_rate,result
107,2023,1046,Chennai Super Kings vs Gujarat Titans,T20 (N),Final,29 May 2023,19:30,30 May 2023,23:30,Asia/Kolkata,55,Narendra Modi Stadium,Ahmedabad,13,Chennai Super Kings,https://scores.iplt20.com/ipl/teamlogos/CSK.png,35,Gujarat Titans,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,214/4 (20.0 Overs),171/5 (15.0 Overs),10.7,11.4,Chennai Super Kings Won by 5   Wickets   (D/L Method) (Winners)
107,2023,1045,Gujarat Titans vs Mumbai Indians,T20 (N),Qualifier 2,26 May 2023,19:30,26 May 2023,23:30,Asia/Kolkata,55,Narendra Modi Stadium,Ahmedabad,35,Gujarat Titans,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,17,Mumbai Indians,https://scores.iplt20.com/ipl/teamlogos/MI.png,Mumbai Indians,Gujarat Titans,Mumbai Indians,233/3 (20.0 Overs),171/10 (18.2 Overs),11.65,9.33,Gujarat Titans Won by 62  Runs (Qualified)
107,2023,1044,Lucknow Super Giants vs Mumbai Indians,T20 (N),Eliminator,24 May 2023,19:30,24 May 2023,23:30,Asia/Kolkata,18,MA Chidambaram Stadium,Chennai,77,Lucknow Super Giants,https://scores.iplt20.com/ipl/teamlogos/gPLvfvSC1X1711457972LSG.png,17,Mumbai Indians,https://scores.iplt20.com/ipl/teamlogos/MI.png,Mumbai Indians,Mumbai Indians,Lucknow Super Giants,182/8 (20.0 Overs),101/10 (16.3 Overs),9.1,6.12,Mumbai Indians Won by 81  Runs (Qualified)
107,2023,1043,Gujarat Titans vs Chennai Super Kings,T20 (N),Qualifier 1,23 May 2023,19:30,23 May 2023,23:30,Asia/Kolkata,18,MA Chidambaram Stadium,Chennai,35,Gujarat Titans,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,13,Chennai Super Kings,https://scores.iplt20.com/ipl/teamlogos/CSK.png,Gujarat Titans,Chennai Super Kings,Gujarat Titans,172/7 (20.0 Overs),157/10 (20.0 Overs),8.6,7.85,Chennai Super Kings Won by 15   Runs (Qualified)
107,2023,925,Royal Challengers Bengaluru vs Gujarat Titans,T20 (N),70th  T20I,21 May 2023,19:30,21 May 2023,23:00,Asia/Kolkata,12,M Chinnaswamy Stadium,Bengaluru,19,Royal Challengers Bengaluru,https://scores.iplt20.com/ipl/teamlogos/NVAlbtIyB81740555172aFPMviEPyJ1710927747rcb.png,35,Gujarat Titans,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1,Gujarat Titans,Royal Challengers Bengaluru,Gujarat Titans,197/5 (20.0 Overs),198/4 (19.1 Overs),9.85,10.33,Gujarat Titans Won by 6  Wickets 
107,2023,924,Mumbai Indians vs Sunrisers Hyderabad,T20 D/N,69th  T20I,21 May 2023,15:30,21 May 2023,23:00,Asia/Kolkata,21,Wankhede Stadium,Mumbai,17,Mumbai Indians,https://scores.iplt20.com/ipl/teamlogos/MI.png,20,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,200/5 (20.0 Overs),201/2 (18.0 Overs),10,11.17,Mumbai Indians Won by 8  Wickets 
107,2023,923,Kolkata Knight Riders vs Lucknow Super Giants,T20 (N),68th  T20I,20 May 2023,19:30,20 May 2023,23:00,Asia/Kolkata,19,Eden Gardens,Kolkata,16,Kolkata Knight Riders,https://scores.iplt20.com/ipl/teamlogos/KKR.png,77,Lucknow Super Giants,https://scores.iplt20.com/ipl/teamlogos/gPLvfvSC1X1711457972LSG.png,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,176/8 (20.0 Overs),175/7 (20.0 Overs),8.8,8.75,Lucknow Super Giants Won by 1  Run 
107,2023,922,Delhi Capitals vs Chennai Super Kings,T20 D/N,67th  T20I,20 May 2023,15:30,20 May 2023,23:00,Asia/Kolkata,17,Arun Jaitley Stadium,Delhi,14,Delhi Capitals,https://scores.iplt20.com/ipl/teamlogos/DC.png,13,Chennai Super Kings,https://scores.iplt20.com/ipl/teamlogos/CSK.png,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,223/3 (20.0 Overs),146/9 (20.0 Overs),11.15,7.3,Chennai Super Kings Won by 77  Runs 
107,2023,921,Punjab Kings vs Rajasthan Royals,T20 (N),66th  T20I,19 May 2023,19:30,19 May 2023,23:00,Asia/Kolkata,38,Himachal Pradesh Cricket Association Stadium,Dharamshala,15,Punjab Kings,https://scores.iplt20.com/ipl/teamlogos/PBKS.png,18,Rajasthan Royals,https://scores.iplt20.com/ipl/teamlogos/sSNjJEkBAx1742900310RR---New-Logo.png,Rajasthan Royals,Punjab Kings,Rajasthan Royals,187/5 (20.0 Overs),189/6 (19.4 Overs),9.35,9.61,Rajasthan Royals Won by 4  Wickets 
107,2023,920,Sunrisers Hyderabad vs Royal Challengers Bengaluru,T20 (N),65th  T20I,18 May 2023,19:30,18 May 2023,23:00,Asia/Kolkata,13,Rajiv Gandhi International Stadium,Hyderabad,20,Sunrisers Hyderabad,https://scores.iplt20.com/ipl/teamlogos/SRH.png,19,Royal Challengers Bengaluru,https://scores.iplt20.com/ipl/teamlogos/NVAlbtIyB81740555172aFPMviEPyJ1710927747rcb.png,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,186/5 (20.0 Overs),187/2 (19.2 Overs),9.3,9.67,Royal Challengers Bengaluru Won by 8  Wickets 
